,lat,long,pct_lsl_calc
226,40.985317,-86.879461,
227,38.332269,-87.445295,
228,40.266839,-86.539305,21.43
229,39.436259,-85.019425,0.0
230,40.223092,-85.780152,
231,38.865036,-87.305652,
232,41.730883,-84.93274,33.33
233,40.578928,-86.190272,
234,39.763194,-86.243989,
235,41.349494,-85.135527,
236,40.488842,-85.613099,4.17
237,40.313931,-85.500528,
238,41.44359,-86.318322,
239,40.655108,-85.037212,
240,38.104218,-87.033053,
241,40.864737,-87.323209,
242,38.294512,-85.975524,
243,38.098387,-87.602553,0.0
244,38.173478,-87.559104,0.0
245,41.692287,-85.015358,0.0
246,40.157045,-85.29758,
247,39.625881,-85.300244,0.0
248,41.691244,-84.967219,
249,39.976996,-85.394166,
250,40.763373,-87.293633,
251,41.589721,-85.83235,15.04
252,39.349647,-86.664334,
253,41.210883,-84.966911,0.0
254,37.933663,-86.981106,0.0
255,38.281269,-86.471697,0.0
256,41.015222,-85.332157,0.0
257,41.718824,-86.823744,
258,39.64449,-86.864732,
259,39.780987,-85.766264,
260,39.347456,-85.489235,0.0
261,40.478094,-85.966653,
262,38.372564,-85.986359,
263,41.523314,-87.42724,0.0
264,39.91917,-85.152355,
265,39.911489,-85.161009,2.78
266,39.990378,-86.09984,
267,41.733706,-86.484886,
268,41.523278,-84.917231,0.0
269,41.380954,-86.582019,
270,41.59541,-87.499737,
271,38.720999,-85.467447,
272,38.714164,-85.467087,
273,40.079371,-85.699088,
274,40.456838,-85.369412,
275,38.205007,-87.574821,
276,38.976092,-85.739772,100.0
277,38.489045,-87.542875,
278,41.318648,-87.200309,
279,39.385679,-85.045161,0.0
280,40.419825,-86.8891,
281,40.687314,-85.4299,
282,39.014313,-85.644188,
283,41.553655,-87.447973,5.01
284,39.612824,-86.37416,0.0
285,40.108371,-87.158989,
286,39.785871,-87.390295,
287,40.770847,-86.347761,
288,39.056558,-84.901661,
289,41.634773,-84.999409,
290,38.169748,-87.10373,
291,41.466711,-86.483068,
292,39.075942,-85.348391,0.0
293,41.193838,-85.8241,
294,41.086409,-85.130027,0.0
295,41.536202,-87.125034,
296,39.133951,-85.130736,0.0
297,39.766924,-85.516945,0.0
298,39.302044,-85.767772,0.0
299,41.532828,-85.081079,
300,41.228502,-85.172422,0.0
301,38.294581,-86.985291,1.67
302,40.855939,-85.498475,
303,39.186324,-87.303477,0.0
304,41.418631,-87.236494,0.0
305,41.366807,-87.378197,
306,40.148586,-86.013021,
307,40.0516,-86.845284,2.56
308,39.253897,-87.379765,7.69
309,39.619891,-86.081502,2.59
310,40.486291,-86.110741,4.01
311,39.726994,-87.331921,0.0
312,39.135696,-87.60502,0.0
313,39.612737,-86.384027,2.63
314,40.18224,-85.350136,6.65
315,37.948227,-87.405916,0.23
316,40.008358,-86.006377,1.59
317,41.599334,-87.342584,44.53
318,39.854269,-84.879186,27.16
319,40.417864,-86.271109,0.0
320,39.634274,-86.094017,0.68
321,38.95712,-85.890949,0.27
322,39.522928,-85.769484,8.84
323,40.668723,-85.829446,0.0
324,39.095461,-87.409606,4.67
325,40.340801,-85.644747,7.38
326,39.476828,-87.417317,21.31
327,40.803973,-85.826506,13.34
328,41.267062,-85.86017,5.14
329,39.877119,-87.04498,6.1
330,40.434741,-86.898871,0.0
331,39.918911,-85.41874,0.0
332,40.171721,-84.96749,45.17
333,37.918637,-87.298211,0.0
334,39.472929,-86.044727,0.0
335,39.961898,-85.802537,0.0
336,41.383768,-86.196494,
337,38.414692,-86.9994,
338,39.520324,-87.360319,
339,41.61,-86.72,
340,39.031872,-85.831488,
341,38.886295,-86.057063,1.44
342,39.926711,-86.628893,
343,39.162862,-87.201749,0.0
344,38.39,-86.93,30.63
345,39.007358,-85.625987,0.0
346,39.004777,-85.609716,
347,40.481863,-85.628225,
348,41.441466,-85.265577,15.25
349,38.714226,-85.473571,
350,40.770441,-87.445495,0.0
351,41.016155,-86.414638,
352,39.96754,-87.277512,0.0
353,40.473632,-86.899842,
354,41.526211,-86.699816,
355,41.476408,-86.693839,
356,40.192979,-86.359832,0.0
357,39.794914,-85.524885,
358,39.449092,-87.087859,
359,38.680979,-87.423293,
360,41.302172,-86.619789,41.38
361,40.450835,-86.042313,
362,41.313045,-87.028229,0.0
363,40.904467,-85.166946,0.0
364,40.024213,-85.182743,0.0
365,41.507518,-87.03873,0.0
366,41.31754,-86.891411,
367,39.913369,-86.80026,
368,40.426951,-86.892773,10.0
369,40.673231,-85.720466,16.67
370,41.656572,-85.425944,
371,40.8381,-85.730261,
372,40.766384,-86.535308,0.0
373,41.289766,-85.734807,0.0
374,39.398301,-85.306294,
375,41.565753,-87.232014,0.55
376,41.307427,-85.744422,
377,40.796796,-85.900755,
378,41.365989,-85.057462,0.0
379,41.376859,-87.453156,
380,41.066621,-87.134078,
381,41.632892,-86.738173,0.0
382,41.523739,-86.274102,
383,41.753538,-85.056751,
384,41.666985,-85.064246,
385,38.237013,-85.985801,0.0
386,40.068373,-85.848313,
387,41.611671,-86.72981,71.72
388,39.500662,-85.185752,0.0
389,39.090891,-84.84995,1.48
390,41.450276,-87.426135,
391,38.199787,-86.344144,
392,40.044464,-86.467506,
393,39.553023,-87.494248,
394,41.67623,-85.028681,
395,33.003635,-93.460552,
396,39.7886,-85.142925,
397,39.807019,-85.352445,
398,41.550075,-87.051274,
399,40.414636,-85.650886,
400,39.689698,-86.390064,
401,39.635605,-84.931071,
402,41.470331,-85.586855,
403,41.676229,-85.028681,
404,40.188094,-86.903896,
405,39.03308,-87.166557,
406,40.042912,-86.194655,
407,39.086717,-84.916896,0.0
408,40.754233,-86.362541,
409,41.745909,-86.85079,8.85
410,38.676995,-86.91417,
411,41.291424,-87.42059,4.05
412,39.643028,-87.367639,
413,40.837294,-86.782426,
414,40.049769,-84.939685,
415,38.196159,-87.296675,
416,38.972191,-87.082404,
417,38.761359,-85.401483,0.0
418,38.736094,-85.380426,1.32
419,41.472465,-87.029705,
420,40.72847,-86.290949,
421,40.578382,-86.129431,
422,41.451709,-86.286356,
423,39.476014,-86.393395,
424,40.579127,-85.658449,
425,40.825755,-85.339021,
426,39.847369,-87.187181,
427,39.427825,-86.428328,27.78
428,38.540475,-85.668498,
429,41.195998,-84.919682,
430,41.730405,-85.913703,0.0
431,41.297778,-85.839274,
432,41.080515,-86.888483,
433,38.824844,-86.170016,0.0
434,41.173377,-86.034719,
435,41.219641,-85.782231,
436,41.163114,-85.404366,
437,41.709999,-86.899999,
438,41.675328,-85.706101,7.72
439,40.051829,-85.536887,5.0
440,41.749208,-85.005742,
441,39.12281,-85.132765,0.0
442,41.385574,-85.787366,0.0
443,40.80936,-85.139797,0.0
444,41.527827,-85.694433,19.14
445,41.27892,-86.046872,
446,39.788102,-85.155242,80.83
447,41.661914,-86.178971,25.07
448,38.730163,-86.471057,86.67
449,41.677485,-85.02819,
450,40.447112,-86.882812,
451,40.863703,-86.879463,
452,38.615326,-87.354461,0.0
453,40.744838,-84.937752,0.0
454,40.974771,-84.868297,
455,39.792816,-87.37085,0.0
456,38.662549,-87.046118,0.0
457,40.742743,-86.761598,
458,40.552838,-85.286854,
459,39.427825,-86.428328,
460,39.371437,-86.261102,
461,40.946146,-87.453363,
462,39.498116,-87.410626,0.0
463,39.675493,-85.705051,
464,40.004398,-85.386597,
465,37.943293,-87.890278,
466,40.34448,-86.665282,
467,41.561814,-87.503899,
468,39.034053,-85.512781,0.0
469,39.205241,-85.330804,0.0
470,41.442891,-85.999728,0.05
471,39.20725,-86.246954,0.0
472,38.9579,-85.893291,0.0
473,38.876211,-86.899792,
474,41.693873,-86.468711,42.59
475,39.964883,-85.37203,0.0
476,39.931045,-85.379726,15.0
477,41.55854,-87.275935,
478,41.561374,-86.897638,0.0
479,38.12841,-87.929133,1.53
480,41.070604,-85.014412,4.87
481,39.95391,-86.919212,
482,38.50506,-86.016919,
483,40.177966,-86.992436,
484,39.035,-87.053,0.0
485,39.834192,-87.43122,0.0
486,39.886814,-87.404636,
487,41.143196,-87.350762,
488,40.947688,-87.460298,0.0
489,41.361273,-87.441052,
490,39.280477,-84.95806,0.0
491,41.217237,-86.775165,2.63
492,38.861162,-86.487215,
493,41.534867,-86.429889,
494,40.998836,-85.765223,30.43
495,41.280525,-86.047842,0.0
496,39.859767,-86.642504,
497,39.009069,-85.618732,
498,41.632894,-85.419472,0.0
499,41.209735,-87.219566,
500,40.883101,-85.497476,
501,41.253249,-85.696607,
502,38.336425,-87.35164,
503,41.678025,-85.910068,
504,39.248651,-87.381963,
505,40.745047,-84.936911,
506,41.249032,-87.467255,
507,38.842254,-86.991063,
508,41.618236,-87.190112,
509,39.339773,-85.204406,
510,38.894928,-86.523987,0.0
511,41.431995,-85.019967,
512,40.270728,-85.727882,
513,41.730606,-85.171638,
514,38.663563,-86.451915,
515,39.122998,-85.296732,
516,40.884263,-85.167298,0.0
517,40.490591,-87.096403,99.65
518,38.455204,-87.093346,
519,38.455463,-87.093281,
520,38.27226,-87.690989,17.65
521,40.519759,-87.247792,
522,39.426636,-86.428852,
523,38.40784,-86.109975,
524,38.556991,-86.468244,
525,39.395044,-86.562915,0.0
526,40.178958,-85.199767,0.0
527,38.479707,-86.858364,
528,38.406991,-87.585579,
529,38.329567,-86.538699,0.0
530,38.837884,-84.826312,100.0
531,39.020102,-87.391789,0.0
532,40.361475,-87.510614,
533,40.002265,-85.747017,
534,40.492583,-85.146871,
535,38.737845,-86.919531,
536,40.051427,-87.433348,
537,40.755366,-86.056799,0.0
538,40.755619,-86.057084,20.81
539,38.49129,-87.280208,1.43
540,40.76885,-87.444563,
541,41.200323,-85.705542,
542,38.338659,-87.345013,18.18
543,41.725091,-85.708183,
544,40.02155,-86.195517,
545,41.42292,-85.774943,
546,39.81786,-85.125462,100.0
547,39.81786,-85.125462,0.0
548,41.527827,-85.694433,
549,41.217269,-85.021817,0.0
550,39.863783,-86.467901,0.0
551,39.689679,-86.39014,
552,41.227558,-85.700458,
553,39.631464,-85.201367,
554,39.064649,-87.296558,
555,41.334972,-86.294906,0.03
556,40.435941,-84.97765,29.61
557,38.460434,-86.277914,
558,38.169564,-87.784559,1.96
559,41.667126,-86.227462,
560,39.362272,-86.084714,0.0
561,38.354997,-87.566601,
562,40.739989,-85.75309,
563,40.417847,-86.912412,
564,39.567103,-86.886867,
565,41.382601,-86.16605,
566,38.306758,-86.165002,
567,40.49367,-85.150912,3.85
568,39.557544,-86.966957,
569,40.002991,-85.71193,
570,41.198348,-85.686496,0.0
571,40.760873,-87.150852,6.2
572,41.077032,-85.337859,0.0
573,40.934584,-87.150309,
574,37.901233,-87.110968,
575,40.749483,-86.871681,
576,40.80888,-85.883076,
577,39.115569,-86.501273,0.0
578,39.87556,-84.94023,
579,40.289211,-85.028857,
580,41.200323,-85.705542,
581,38.950197,-84.852456,8.51
582,41.291737,-87.426352,
583,40.274773,-85.214606,
584,39.848934,-86.80223,
585,40.729376,-85.972653,
586,40.912074,-85.924728,15.38
587,40.962547,-85.373308,
588,41.222144,-85.800696,
589,41.064765,-86.215833,
590,37.883106,-87.049441,24.2
591,39.761195,-87.227936,
592,41.358168,-87.439241,0.0
593,39.385267,-87.482217,0.0
594,41.665655,-86.602374,
595,41.496161,-85.376645,
596,39.622817,-87.28335,
597,40.146631,-85.333369,
598,40.416798,-86.595246,0.0
599,40.864877,-86.4988,94.34
600,40.37742,-86.922166,
601,40.74704,-86.761334,
602,38.541728,-85.767744,0.0
603,39.609532,-85.447468,
604,39.857774,-86.983538,
605,38.735893,-85.379958,0.0
606,41.69062,-86.600625,
607,40.532254,-85.540295,
608,38.605455,-86.099223,
609,39.052713,-86.538727,0.0
610,38.896435,-87.186679,
611,37.09024,-95.712891,0.0
612,38.112712,-86.917333,0.0
613,41.492423,-87.451031,
614,41.183391,-87.448512,
615,38.686032,-85.770229,
616,39.4921,-87.2651,10.43
617,38.398122,-85.754964,
618,40.371777,-86.949212,0.0
619,39.118069,-86.759593,
620,41.733079,-86.606073,
621,40.378381,-86.086244,
622,39.17826,-87.393248,0.0
623,39.51353,-85.752853,
624,40.134116,-86.220776,
625,41.672828,-85.580263,0.0
626,39.891959,-85.576327,
627,38.650801,-86.781852,
628,38.371011,-85.777357,0.0
629,41.634788,-85.073345,
630,41.072266,-85.891657,11.65
631,41.707304,-86.256745,
632,39.510464,-87.460613,0.0
633,41.643629,-86.198541,0.0
634,41.555469,-85.847042,
635,39.601095,-86.833283,
636,41.686049,-86.250553,57.51
637,38.212012,-86.121915,0.0
638,38.788524,-86.502043,0.0
639,41.418387,-86.17003,
640,41.084768,-85.628038,
641,40.026915,-85.844063,0.0
642,40.028995,-85.843307,
643,39.003125,-86.547441,0.0
644,40.446284,-86.191281,
645,39.200675,-85.975591,
646,39.785857,-86.25107,29.46
647,39.838606,-85.437759,
648,41.682535,-86.73539,
649,38.565332,-86.611103,
650,38.249079,-87.258102,
651,38.314499,-86.82666,0.0
652,39.709203,-87.521409,
653,38.217463,-86.927715,
654,41.31589,-84.901773,
655,41.448648,-87.46489,
656,39.685596,-85.172449,0.0
657,38.172052,-86.839296,0.0
658,39.428105,-85.628309,
659,41.548955,-87.090236,
660,39.487609,-87.186687,
661,39.374863,-86.804,
662,40.911612,-85.280702,0.0
663,38.685934,-85.773132,0.0
664,41.288775,-85.812178,0.0
665,41.288744,-85.812196,0.0
666,40.09217,-86.011765,0.0
667,39.785838,-85.73197,
668,39.279777,-87.331426,
669,38.41323,-85.762202,
670,39.236997,-85.094681,0.0
671,41.067149,-85.067138,
672,41.379011,-85.669256,
673,41.297466,-85.199216,
674,41.603226,-86.279959,
675,38.459429,-85.535449,
676,41.39204,-85.547417,
677,41.358133,-87.423338,
678,40.508372,-85.825538,
679,39.03482,-87.054912,0.0
680,41.424832,-85.749584,0.0
681,41.741708,-85.660261,
682,40.058583,-85.898924,
683,39.243043,-85.896494,
684,37.951445,-86.767766,5.15
685,38.082272,-87.118334,
686,40.305171,-86.364842,0.0
687,40.71163,-86.751213,
688,40.129207,-86.606751,
689,41.272373,-85.853639,
690,41.700912,-85.870005,0.0
691,41.250832,-85.357118,
692,40.464946,-86.11679,0.0
693,40.28226,-86.041098,0.8
694,41.52112,-85.701402,1.62
695,39.775754,-85.961209,0.0
696,38.126624,-85.974546,1.35
697,39.667547,-86.75334,
698,39.415397,-86.150625,
699,39.632792,-86.320206,
700,39.221221,-84.856417,0.0
701,37.911445,-86.744432,0.0
702,37.995334,-86.797767,
703,41.422052,-85.651762,0.0
704,41.064765,-86.215833,
705,41.418804,-87.236331,0.0
706,41.639446,-85.82484,
707,40.19828,-84.808066,
708,39.626004,-87.456122,
709,41.706346,-86.236201,0.0
710,40.475597,-85.494417,
711,39.524969,-87.37302,
712,39.155324,-84.831654,0.0
713,40.858098,-85.536502,
714,40.38063,-86.907408,
715,41.477179,-87.058172,4.97
716,39.726766,-86.928158,
717,40.617809,-85.505354,
718,39.137965,-86.590675,0.0
719,40.111679,-87.262688,0.1
720,38.048856,-87.273627,
721,39.643165,-87.399214,0.0
722,38.979978,-85.597337,0.0
723,39.070819,-85.252644,
724,38.74784,-85.067172,
725,40.466344,-86.133295,
726,38.67863,-87.529965,2.3
727,41.53616,-86.020833,7.14
728,39.453272,-85.668511,
729,41.467121,-86.482295,85.36
730,40.660873,-86.24194,
731,41.430596,-86.898358,0.0
732,40.681554,-85.427155,
733,41.238277,-85.851842,
734,38.563118,-85.539683,
735,39.306835,-86.493528,
736,38.653425,-87.169866,0.99
737,38.294705,-85.804158,
738,41.418628,-87.23655,0.0
739,41.425895,-85.023911,
740,38.355484,-85.707537,
741,41.382814,-85.828934,
742,39.762538,-86.380367,
743,41.381366,-85.666761,0.0
744,40.087541,-87.059731,
745,40.753653,-86.068881,
746,41.249948,-85.916118,
747,40.273268,-87.38661,
748,39.465718,-87.448979,
749,39.97,-86.17,
750,39.175885,-85.573027,0.0
751,41.532921,-86.91212,
752,41.540502,-86.917981,
753,41.54143,-86.900582,0.0
754,41.583447,-85.858918,
755,39.549766,-86.079182,0.0
756,40.746144,-85.779613,
757,40.746144,-85.779613,
758,39.950557,-86.33781,0.0
759,41.679696,-87.49355,76.33
760,40.435701,-86.820423,
761,39.178179,-87.393196,
762,40.286801,-87.293541,25.37
763,40.778939,-86.12832,
764,41.050842,-86.605077,
765,40.363107,-85.956469,
766,41.155533,-85.83707,
767,39.791667,-86.885353,
768,38.382272,-87.212786,
769,40.758095,-87.041684,
770,41.525883,-85.366645,
771,41.701401,-86.718078,
772,41.131319,-84.841973,0.0
773,39.797837,-85.942091,
774,40.723063,-86.132289,0.0
775,40.72336,-86.128424,0.0
776,41.592764,-87.192592,
777,39.787403,-85.143146,
778,40.071573,-86.470546,
779,40.171861,-85.500962,0.0
780,39.820606,-86.170089,
781,,,0.0
782,,,
783,,,
784,,,0.0
785,,,
786,,,0.0
