,lat,long,tot_num_serv_connects_sdwis,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,unk_mat_serv_connects,pct_lsl_calc
483,40.177966,-86.992436,155,147.0,,,147.0,
484,39.035,-87.053,90,110.0,0.0,110.0,,0.0
485,39.834192,-87.43122,46,7.0,0.0,4.0,3.0,0.0
486,39.886814,-87.404636,272,,,,,
487,41.143196,-87.350762,108,,,,,
488,40.947688,-87.460298,3,5.0,0.0,5.0,,0.0
489,41.361273,-87.441052,28,,,,,
490,39.280477,-84.95806,2086,2077.0,0.0,2077.0,,0.0
491,41.217237,-86.775165,869,873.0,23.0,850.0,0.0,2.63
492,38.861162,-86.487215,4400,5164.0,,62.0,5102.0,
493,41.534867,-86.429889,708,,,,,
494,40.998836,-85.765223,2501,2300.0,700.0,900.0,700.0,30.43
495,41.280525,-86.047842,48,48.0,0.0,48.0,,0.0
496,39.859767,-86.642504,228,228.0,,228.0,,
497,39.009069,-85.618732,2346,,,,,
498,41.632894,-85.419472,21,20.0,0.0,20.0,0.0,0.0
499,41.209735,-87.219566,875,829.0,,829.0,,
500,40.883101,-85.497476,190,,,,,
501,41.253249,-85.696607,24,,,,,
502,38.336425,-87.35164,1163,,,,,
503,41.678025,-85.910068,121,,,,,
504,39.248651,-87.381963,325,,,,,
505,40.745047,-84.936911,67,,,,,
506,41.249032,-87.467255,17,,,,,
507,38.842254,-86.991063,657,,,,,
508,41.618236,-87.190112,630,,,,,
509,39.339773,-85.204406,341,0.0,0.0,,341.0,
510,38.894928,-86.523987,472,551.0,0.0,551.0,0.0,0.0
511,41.431995,-85.019967,31,,,,,
512,40.270728,-85.727882,175,,,,,
513,41.730606,-85.171638,205,,,,,
514,38.663563,-86.451915,904,2142.0,,,2142.0,
515,39.122998,-85.296732,756,750.0,,750.0,,
516,40.884263,-85.167298,1329,1376.0,0.0,645.0,731.0,0.0
517,40.490591,-87.096403,565,565.0,563.0,2.0,,99.65
518,38.455204,-87.093346,840,,,777.0,,
519,38.455463,-87.093281,282,282.0,,282.0,,
520,38.27226,-87.690989,850,850.0,150.0,300.0,400.0,17.65
521,40.519759,-87.247792,500,,,,,
522,39.426636,-86.428852,611,,,,,
523,38.40784,-86.109975,1535,1550.0,,1550.0,,
524,38.556991,-86.468244,1655,1750.0,,1750.0,,
525,39.395044,-86.562915,351,367.0,0.0,367.0,0.0,0.0
526,40.178958,-85.199767,563,561.0,0.0,161.0,400.0,0.0
527,38.479707,-86.858364,5079,,,,,
528,38.406991,-87.585579,380,380.0,,,380.0,
529,38.329567,-86.538699,415,425.0,0.0,425.0,0.0,0.0
530,38.837884,-84.826312,3500,3700.0,3700.0,,,100.0
531,39.020102,-87.391789,634,634.0,0.0,0.0,634.0,0.0
532,40.361475,-87.510614,18,,,23.0,,
533,40.002265,-85.747017,1656,1548.0,,1148.0,,
534,40.492583,-85.146871,284,278.0,,278.0,,
535,38.737845,-86.919531,280,,,,,
536,40.051427,-87.433348,238,,,,,
537,40.755366,-86.056799,1060,977.0,0.0,977.0,0.0,0.0
538,40.755619,-86.057084,4843,5364.0,1116.0,4248.0,0.0,20.81
539,38.49129,-87.280208,1480,1400.0,20.0,1380.0,0.0,1.43
540,40.76885,-87.444563,98,,,,,
541,41.200323,-85.705542,525,,,,,
542,38.338659,-87.345013,3308,3300.0,600.0,200.0,,18.18
543,41.725091,-85.708183,125,,,,,
544,40.02155,-86.195517,49,,,,,
545,41.42292,-85.774943,40,40.0,,40.0,,
546,39.81786,-85.125462,20,19.0,19.0,19.0,0.0,100.0
547,39.81786,-85.125462,20,19.0,0.0,19.0,,0.0
548,41.527827,-85.694433,32,,,,,
549,41.217269,-85.021817,450,509.0,0.0,509.0,0.0,0.0
550,39.863783,-86.467901,1232,1232.0,0.0,1232.0,,0.0
551,39.689679,-86.39014,7543,,,,,
552,41.227558,-85.700458,24,,,,,
553,39.631464,-85.201367,195,,,,,
554,39.064649,-87.296558,315,,,,,
555,41.334972,-86.294906,3741,3199.0,1.0,2112.0,1086.0,0.03
556,40.435941,-84.97765,2800,2702.0,800.0,1902.0,800.0,29.61
557,38.460434,-86.277914,1225,1300.0,,1300.0,,
558,38.169564,-87.784559,560,560.0,11.0,299.0,250.0,1.96
559,41.667126,-86.227462,30,,,,,
560,39.362272,-86.084714,1679,1700.0,0.0,1700.0,0.0,0.0
561,38.354997,-87.566601,4350,4350.0,,,4350.0,
562,40.739989,-85.75309,54,,,,,
563,40.417847,-86.912412,260,,,,,
564,39.567103,-86.886867,38,38.0,,38.0,,
565,41.382601,-86.16605,16,,,18.0,,
566,38.306758,-86.165002,5384,,,,,
567,40.49367,-85.150912,553,650.0,25.0,600.0,25.0,3.85
568,39.557544,-86.966957,920,,,,,
569,40.002991,-85.71193,51,,,,,
570,41.198348,-85.686496,131,115.0,0.0,115.0,0.0,0.0
571,40.760873,-87.150852,649,645.0,40.0,605.0,0.0,6.2
572,41.077032,-85.337859,1,1.0,0.0,1.0,,0.0
573,40.934584,-87.150309,2684,2684.0,,,2684.0,
574,37.901233,-87.110968,1581,1650.0,,1650.0,,
575,40.749483,-86.871681,264,,,,,
576,40.80888,-85.883076,32,,,,,
577,39.115569,-86.501273,340,344.0,0.0,344.0,0.0,0.0
578,39.87556,-84.94023,65,,,,,
579,40.289211,-85.028857,360,,,,,
580,41.200323,-85.705542,29,,,,,
581,38.950197,-84.852456,1116,1116.0,95.0,1021.0,0.0,8.51
582,41.291737,-87.426352,19,,,,,
583,40.274773,-85.214606,25,,,,,
584,39.848934,-86.80223,400,,,,,
585,40.729376,-85.972653,25,25.0,,,25.0,
586,40.912074,-85.924728,194,195.0,30.0,82.0,83.0,15.38
587,40.962547,-85.373308,823,,,,,
588,41.222144,-85.800696,50,,,,50.0,
589,41.064765,-86.215833,3661,5100.0,,,5100.0,
590,37.883106,-87.049441,1800,1000.0,242.0,758.0,,24.2
591,39.761195,-87.227936,1500,,,,,
592,41.358168,-87.439241,17,17.0,0.0,17.0,,0.0
593,39.385267,-87.482217,28,28.0,0.0,28.0,0.0,0.0
594,41.665655,-86.602374,50,,,,,
595,41.496161,-85.376645,1,,,,,
596,39.622817,-87.28335,369,,,,,
597,40.146631,-85.333369,1,,,,,
598,40.416798,-86.595246,680,700.0,0.0,700.0,0.0,0.0
599,40.864877,-86.4988,424,424.0,400.0,24.0,400.0,94.34
600,40.37742,-86.922166,47,47.0,,47.0,,
601,40.74704,-86.761334,52,,,,,
602,38.541728,-85.767744,3100,3100.0,0.0,3100.0,0.0,0.0
603,39.609532,-85.447468,2753,,,,,
604,39.857774,-86.983538,160,,,,,
605,38.735893,-85.379958,796,795.0,0.0,795.0,0.0,0.0
606,41.69062,-86.600625,1,,,,,
607,40.532254,-85.540295,66,,,,,
608,38.605455,-86.099223,3364,,,,,
609,39.052713,-86.538727,45,73.0,0.0,73.0,0.0,0.0
610,38.896435,-87.186679,285,,,,,
611,37.09024,-95.712891,Unknown,24.0,0.0,24.0,,0.0
612,38.112712,-86.917333,1717,1690.0,0.0,1690.0,0.0,0.0
613,41.492423,-87.451031,13187,12011.0,,12011.0,,
614,41.183391,-87.448512,123,,,,,
615,38.686032,-85.770229,3096,3000.0,,,3000.0,
616,39.4921,-87.2651,2500,2300.0,240.0,2349.0,1200.0,10.43
617,38.398122,-85.754964,4966,,,,,
618,40.371777,-86.949212,76,76.0,0.0,76.0,,0.0
619,39.118069,-86.759593,44,,,,,
620,41.733079,-86.606073,13,,,,,
621,40.378381,-86.086244,324,,,,,
622,39.17826,-87.393248,1024,1120.0,0.0,1120.0,0.0,0.0
623,39.51353,-85.752853,23,,,,,
624,40.134116,-86.220776,1256,,,,905.0,
625,41.672828,-85.580263,456,445.0,0.0,445.0,0.0,0.0
626,39.891959,-85.576327,400,400.0,,,400.0,
627,38.650801,-86.781852,480,,,,,
628,38.371011,-85.777357,7221,7571.0,0.0,7571.0,,0.0
629,41.634788,-85.073345,250,,,,,
630,41.072266,-85.891657,538,412.0,48.0,329.0,25.0,11.65
631,41.707304,-86.256745,33,,,,,
632,39.510464,-87.460613,48,42.0,0.0,42.0,0.0,0.0
633,41.643629,-86.198541,8,1.0,0.0,1.0,0.0,0.0
634,41.555469,-85.847042,40,,,,,
635,39.601095,-86.833283,549,,,,,
636,41.686049,-86.250553,41729,41729.0,24000.0,17000.0,,57.51
637,38.212012,-86.121915,3249,3215.0,0.0,3215.0,0.0,0.0
638,38.788524,-86.502043,2470,2464.0,0.0,2464.0,0.0,0.0
639,41.418387,-86.17003,34,,,,,
640,41.084768,-85.628038,750,900.0,,800.0,,
641,40.026915,-85.844063,27,26.0,0.0,26.0,0.0,0.0
642,40.028995,-85.843307,4,4.0,,4.0,,
643,39.003125,-86.547441,3376,3500.0,0.0,3500.0,3500.0,0.0
644,40.446284,-86.191281,29,,,,,
645,39.200675,-85.975591,3071,,,,,
646,39.785857,-86.25107,4278,4297.0,1266.0,3019.0,3568.0,29.46
647,39.838606,-85.437759,450,450.0,,450.0,,
648,41.682535,-86.73539,53,,,,,
649,38.565332,-86.611103,1275,1265.0,,1260.0,5.0,
650,38.249079,-87.258102,189,,,,,
651,38.314499,-86.82666,681,675.0,0.0,675.0,0.0,0.0
652,39.709203,-87.521409,345,,,,,
653,38.217463,-86.927715,1231,,,,,
654,41.31589,-84.901773,175,,,172.0,,
655,41.448648,-87.46489,6290,,,,,
656,39.685596,-85.172449,18,18.0,0.0,18.0,,0.0
657,38.172052,-86.839296,220,223.0,0.0,223.0,0.0,0.0
658,39.428105,-85.628309,396,385.0,,385.0,,
659,41.548955,-87.090236,14,,,,,
660,39.487609,-87.186687,325,,,,,
661,39.374863,-86.804,18,,,,,
662,40.911612,-85.280702,36,34.0,0.0,34.0,0.0,0.0
663,38.685934,-85.773132,7549,7600.0,0.0,7600.0,0.0,0.0
664,41.288775,-85.812178,92,6.0,0.0,6.0,0.0,0.0
665,41.288744,-85.812196,85,3.0,0.0,3.0,0.0,0.0
666,40.09217,-86.011765,141,141.0,0.0,141.0,,0.0
667,39.785838,-85.73197,180,,,,,
668,39.279777,-87.331426,865,,,,,
669,38.41323,-85.762202,37,,,,,
670,39.236997,-85.094681,405,426.0,0.0,426.0,0.0,0.0
671,41.067149,-85.067138,212,,,,,
672,41.379011,-85.669256,11,,,,,
673,41.297466,-85.199216,21,,,,,
674,41.603226,-86.279959,34,,,,,
675,38.459429,-85.535449,75,101.0,,,101.0,
676,41.39204,-85.547417,36,,,,,
677,41.358133,-87.423338,40,,,,,
678,40.508372,-85.825538,490,,,,,
679,39.03482,-87.054912,348,250.0,0.0,250.0,,0.0
680,41.424832,-85.749584,1366,1332.0,0.0,1332.0,0.0,0.0
681,41.741708,-85.660261,25,,,,,
682,40.058583,-85.898924,50,,,,,
683,39.243043,-85.896494,170,,,,,
684,37.951445,-86.767766,3450,3401.0,175.0,3226.0,0.0,5.15
685,38.082272,-87.118334,1663,,,,,
686,40.305171,-86.364842,14,14.0,0.0,14.0,0.0,0.0
687,40.71163,-86.751213,82,,,,,
688,40.129207,-86.606751,860,,,,,
689,41.272373,-85.853639,45,,,,,
690,41.700912,-85.870005,570,570.0,0.0,570.0,0.0,0.0
691,41.250832,-85.357118,20,,,,,
692,40.464946,-86.11679,70,36.0,0.0,36.0,0.0,0.0
693,40.28226,-86.041098,2362,2361.0,19.0,2342.0,0.0,0.8
694,41.52112,-85.701402,423,432.0,7.0,400.0,25.0,1.62
695,39.775754,-85.961209,695,1070.0,0.0,1070.0,0.0,0.0
696,38.126624,-85.974546,1476,1480.0,20.0,1480.0,0.0,1.35
697,39.667547,-86.75334,191,,,,,
698,39.415397,-86.150625,441,,,,,
699,39.632792,-86.320206,854,,,854.0,,
700,39.221221,-84.856417,3700,3683.0,0.0,3683.0,0.0,0.0
701,37.911445,-86.744432,280,262.0,0.0,262.0,0.0,0.0
702,37.995334,-86.797767,489,,,,,
703,41.422052,-85.651762,236,236.0,0.0,236.0,,0.0
704,41.064765,-86.215833,16,,,,,
705,41.418804,-87.236331,3124,3114.0,0.0,3114.0,0.0,0.0
706,41.639446,-85.82484,15,,,,,
707,40.19828,-84.808066,1605,,,,,
708,39.626004,-87.456122,197,,,,,
709,41.706346,-86.236201,165,150.0,0.0,150.0,0.0,0.0
710,40.475597,-85.494417,951,,,,,
711,39.524969,-87.37302,16,30.0,,30.0,,
712,39.155324,-84.831654,1895,1845.0,0.0,1845.0,,0.0
713,40.858098,-85.536502,100,,,,,
714,40.38063,-86.907408,20,,,,,
715,41.477179,-87.058172,13795,14151.0,703.0,13192.0,256.0,4.97
716,39.726766,-86.928158,321,,,317.0,,
717,40.617809,-85.505354,381,388.0,,250.0,138.0,
718,39.137965,-86.590675,2326,2340.0,0.0,2340.0,0.0,0.0
719,40.111679,-87.262688,994,962.0,1.0,,961.0,0.1
720,38.048856,-87.273627,3800,,,,,
721,39.643165,-87.399214,1,1.0,0.0,0.0,1.0,0.0
722,38.979978,-85.597337,230,280.0,0.0,280.0,0.0,0.0
723,39.070819,-85.252644,801,800.0,,,800.0,
724,38.74784,-85.067172,700,,,,,
725,40.466344,-86.133295,111,,,,,
726,38.67863,-87.529965,8241,8700.0,200.0,8500.0,0.0,2.3
727,41.53616,-86.020833,700,700.0,50.0,600.0,50.0,7.14
728,39.453272,-85.668511,256,,,,,
729,41.467121,-86.482295,854,854.0,729.0,125.0,854.0,85.36
730,40.660873,-86.24194,480,,,,,
731,41.430596,-86.898358,468,487.0,0.0,487.0,,0.0
732,40.681554,-85.427155,639,,,,,
733,41.238277,-85.851842,162,188.0,,188.0,,
734,38.563118,-85.539683,1616,,,,,
735,39.306835,-86.493528,1460,1450.0,,1450.0,,
736,38.653425,-87.169866,5370,5529.0,55.0,5454.0,20.0,0.99
737,38.294705,-85.804158,96,,,,,
738,41.418628,-87.23655,190,204.0,0.0,204.0,0.0,0.0
739,41.425895,-85.023911,738,872.0,,,872.0,
740,38.355484,-85.707537,5706,6060.0,,200.0,5860.0,
741,41.382814,-85.828934,21,,,,,
742,39.762538,-86.380367,16,,,,,
743,41.381366,-85.666761,21,17.0,0.0,,17.0,0.0
744,40.087541,-87.059731,433,,,,,
745,40.753653,-86.068881,39,,,,,
746,41.249948,-85.916118,243,,,,,
747,40.273268,-87.38661,340,,,,,
748,39.465718,-87.448979,1656,,,,,
749,39.97,-86.17,78,,,96.0,,
750,39.175885,-85.573027,645,645.0,0.0,645.0,0.0,0.0
751,41.532921,-86.91212,57,57.0,,57.0,,
752,41.540502,-86.917981,98,,,,,
753,41.54143,-86.900582,630,680.0,0.0,680.0,680.0,0.0
754,41.583447,-85.858918,198,,,,,
755,39.549766,-86.079182,1708,1706.0,0.0,1706.0,0.0,0.0
756,40.746144,-85.779613,Unknown,13.0,,13.0,,
757,40.746144,-85.779613,42,42.0,,42.0,,
758,39.950557,-86.33781,2326,2349.0,0.0,2349.0,0.0,0.0
759,41.679696,-87.49355,1517,1517.0,1158.0,159.0,200.0,76.33
760,40.435701,-86.820423,120,,,,,
761,39.178179,-87.393196,150,,,,,
762,40.286801,-87.293541,902,867.0,220.0,587.0,60.0,25.37
763,40.778939,-86.12832,24,,,,,
764,41.050842,-86.605077,1200,,,,,
765,40.363107,-85.956469,402,370.0,,370.0,,
766,41.155533,-85.83707,28,,,,,
767,39.791667,-86.885353,110,,,,,
768,38.382272,-87.212786,447,,,,,
769,40.758095,-87.041684,473,,,,,
770,41.525883,-85.366645,331,292.0,,229.0,53.0,
771,41.701401,-86.718078,50,,,,,
772,41.131319,-84.841973,853,843.0,0.0,834.0,0.0,0.0
773,39.797837,-85.942091,106,,,,,
774,40.723063,-86.132289,47,48.0,0.0,48.0,,0.0
775,40.72336,-86.128424,88,90.0,0.0,90.0,,0.0
776,41.592764,-87.192592,36,,,,,
777,39.787403,-85.143146,44,,,,,
778,40.071573,-86.470546,32,,,,,
779,40.171861,-85.500962,1859,1953.0,0.0,,1953.0,0.0
780,39.820606,-86.170089,31,,,,,
781,,,,1.0,0.0,1.0,,0.0
782,,,,48.0,,48.0,,
783,,,,6.0,,6.0,,
784,,,,1.0,0.0,1.0,,0.0
785,,,,7.0,,,7.0,
786,,,,1.0,0.0,1.0,,0.0
